therapy_label,disease_label,drug_label,raw_text,geneProtein_label,metastatic,firstLine,acceleratedApproval,negGeProDr_label
Trastuzumab,Breast cancer,"HERCEPTIN- trastuzumab injection, powder, lyophilized, for solution","
Herceptin is indicated in adults for adjuvant treatment of HER2 overexpressing node positive or node negative (ER/PR negative or with one high risk feature [see Clinical Studies (14.1)]) breast cancer

as part of a treatment regimen consisting of doxorubicin, cyclophosphamide, and either paclitaxel or docetaxel
as part of a treatment regimen with docetaxel and carboplatin 
as a single agent following multi-modality anthracycline based therapy. 

Select patients for therapy based on an FDA-approved companion diagnostic for Herceptin [see Dosage and Administration (2.2)].
 


1.2	 Metastatic Breast Cancer
Herceptin is indicated in adults:

In combination with paclitaxel for first-line treatment of HER2-overexpressing metastatic breast cancer
As a single agent for treatment of HER2-overexpressing breast cancer in patients who have received one or more chemotherapy regimens for metastatic disease. 

Select patients for therapy based on an FDA-approved companion diagnostic for Herceptin [see Dosage and Administration (2.2)].","ER/PR, HER2",Yes,Yes,,
Trastuzumab and Hyaluronidase-oysk,Breast cancer,"HERCEPTIN HYLECTA- trastuzumab and hyaluronidase-oysk injection, solution","
HERCEPTIN HYLECTA is indicated for adjuvant treatment of adults with HER2 overexpressing node positive or node negative (ER/PR negative or with one high risk feature [see Clinical Studies (14.1)]) breast cancer:

as part of a treatment regimen consisting of doxorubicin, cyclophosphamide, and either paclitaxel or docetaxel
as part of a treatment regimen with docetaxel and carboplatin
as a single agent following multi-modality anthracycline based therapy. 

Select patients for therapy based on an FDA-approved companion diagnostic for trastuzumab [see Dosage and Administration (2.2)].
 


1.2	Metastatic Breast Cancer
HERCEPTIN HYLECTA is indicated in adults:

In combination with paclitaxel for first-line treatment of HER2-overexpressing metastatic breast cancer
As a single agent for treatment of HER2-overexpressing breast cancer in patients who have received one or more chemotherapy regimens for metastatic disease.

Select patients for therapy based on an FDA-approved companion diagnostic for trastuzumab [see Dosage and Administration (2.2)].","ER/PR, HER2",Yes,Yes,,
Bendamustine Hydrochloride,Chronic lymphocytic leukemia,,,*,,,,
Bendamustine Hydrochloride,B-cell non-Hodgkin lymphoma,,,*,,,,
Tremelimumab-actl,Hepatocellular carcinoma,"IMJUDO- tremelimumab injection, solution","
IMJUDO, in combination with durvalumab, is indicated for the treatment of adult patients with unresectable hepatocellular carcinoma (uHCC).",*,,,,
Tremelimumab-actl,Non-small cell lung cancer,"IMJUDO- tremelimumab injection, solution","
IMJUDO, in combination with durvalumab and platinum-based chemotherapy, is indicated for the treatment of adult patients with metastatic NSCLC with no sensitizing epidermal growth factor receptor (EGFR) mutations or anaplastic lymphoma kinase (ALK) genomic tumor aberrations.","EGFR, ALK, epidermal growth factor receptor",Yes,,,
Treosulfan,"
myelodysplasticsyndrome
","GRAFAPEX- treosulfan injection, powder, lyophilized, for solution",,*,,,,
Treosulfan,"
acutemyeloidleukemia
","GRAFAPEX- treosulfan injection, powder, lyophilized, for solution",,*,,,,
Methotrexate Sodium (Cancer Treatment),Gestational trophoblastic disease,,,*,,,,
Methotrexate Sodium (Cancer Treatment),Osteosarcoma,,,*,,,,
Methotrexate Sodium (Cancer Treatment),Lung cancer,,,*,,,,
Methotrexate Sodium (Cancer Treatment),Acute lymphoblastic leukemia (ALL,,,*,,,,
Methotrexate Sodium (Cancer Treatment),Mycosis fungoides,,,*,,,,
Methotrexate Sodium (Cancer Treatment),Head and neck cancer,,,*,,,,
Methotrexate Sodium (Cancer Treatment),Non-Hodgkin lymphoma,,,*,,,,
Methotrexate Sodium (Cancer Treatment),Breast cancer,,,*,,,,
Trifluridine and Tipiracil Hydrochloride,Stomach adenocarcinoma,"LONSURF- trifluridine and tipiracil tablet, film coated",,*,,,,
Trifluridine and Tipiracil Hydrochloride,Colorectal cancer,"LONSURF- trifluridine and tipiracil tablet, film coated","

LONSURF, as a single agent or in combination with bevacizumab, is indicated for the treatment of adult patients with metastatic colorectal cancer previously treated with fluoropyrimidine-, oxaliplatin- and irinotecan-based chemotherapy, an anti-VEGF biological therapy, and if RAS wild-type, an anti-EGFR therapy.",anti-VEGF,Yes,,,
Trifluridine and Tipiracil Hydrochloride,gastroesophageal junction adenocarcinoma,"LONSURF- trifluridine and tipiracil tablet, film coated",,*,,,,
Arsenic Trioxide,Acute promyelocytic leukemia,"TRISENOX- arsenic trioxide injection, solution",,*,,,,
Sacituzumab Govitecan-hziy,breast cancer,"TRODELVY- sacituzumab govitecan powder, for solution","

TRODELVY is indicated for the treatment of adult patients with unresectable locally advanced or metastatic triple-negative breast cancer (mTNBC) who have received two or more prior systemic therapies, at least one of them for metastatic disease.
TRODELVY is indicated for the treatment of adult patients with unresectable locally advanced or metastatic hormone receptor (HR)-positive, human epidermal growth factor receptor 2 (HER2)-negative (IHC 0, IHC 1+ or IHC 2+/ISH–) breast cancer who have received endocrine-based therapy and at least two additional systemic therapies in the metastatic setting.",TRODELVY,Yes,,,
Capivasertib,Breast cancer,"TRUQAP- capivasertib tablet, film coated",,*,,,,
Rituximab,B-cell non-Hodgkin lymphoma,"RITUXAN- rituximab injection, solution",,*,,,,
Rituximab,Chronic lymphocytic leukemia,"RITUXAN- rituximab injection, solution","
RITUXAN, in combination with fludarabine and cyclophosphamide (FC), is indicated for the treatment of adult patients with previously untreated and previously treated CD20-positive CLL.",*,,Yes,,
Rituximab,B-cell acute leukemia,"RITUXAN- rituximab injection, solution",,*,,,,
Tucatinib,Colorectal cancer,TUKYSA- tucatinib tablet,"

TUKYSA is indicated in combination with trastuzumab for the treatment of adult patients with RAS wild-type, HER2-positive unresectable or metastatic colorectal cancer that has progressed following treatment with fluoropyrimidine-, oxaliplatin-, and irinotecan-based chemotherapy.


This indication is approved under accelerated approval based on tumor response rate and durability of response [see Clinical Studies (14.2)]. Continued approval for this indication may be contingent upon verification and description of clinical benefit in confirmatory trials.",*,Yes,,Yes,
Tucatinib,Breast cancer,TUKYSA- tucatinib tablet,"
TUKYSA is indicated in combination with trastuzumab and capecitabine for treatment of adult patients with advanced unresectable or metastatic HER2-positive breast cancer, including patients with brain metastases, who have received one or more prior anti-HER2-based regimens in the metastatic setting.",*,Yes,,,
Tucatinib,Colorectal cancer,TUKYSA- tucatinib tablet,"

TUKYSA is indicated in combination with trastuzumab for the treatment of adult patients with RAS wild-type, HER2-positive unresectable or metastatic colorectal cancer that has progressed following treatment with fluoropyrimidine-, oxaliplatin-, and irinotecan-based chemotherapy.


This indication is approved under accelerated approval based on tumor response rate and durability of response [see Clinical Studies (14.2)]. Continued approval for this indication may be contingent upon verification and description of clinical benefit in confirmatory trials.",*,Yes,,Yes,
Tucatinib,Breast cancer,TUKYSA- tucatinib tablet,"
TUKYSA is indicated in combination with trastuzumab and capecitabine for treatment of adult patients with advanced unresectable or metastatic HER2-positive breast cancer, including patients with brain metastases, who have received one or more prior anti-HER2-based regimens in the metastatic setting.",*,Yes,,,
Pexidartinib Hydrochloride,Tenosynovial giant cell tumor,,,*,,,,
Lapatinib Ditosylate,Breast cancer,TYKERB- lapatinib tablet,,*,,,,
Ravulizumab-cwvz,Atypical hemolytic uremic syndrome,"ULTOMIRIS- ravulizumab solution, concentrate","
ULTOMIRIS is indicated for the treatment of adult and pediatric patients one month of age and older with atypical hemolytic uremic syndrome (aHUS) to inhibit complement-mediated thrombotic microangiopathy (TMA).




Limitations of Use:

ULTOMIRIS is not indicated for the treatment of patients with Shiga toxin E. coli related hemolytic uremic syndrome (STEC-HUS).",Shiga toxin,,,,
Ravulizumab-cwvz,Paroxysmal nocturnal hemoglobinuria,"ULTOMIRIS- ravulizumab solution, concentrate","
ULTOMIRIS is indicated for the treatment of adult and pediatric patients one month of age and older with paroxysmal nocturnal hemoglobinuria (PNH).",*,,,,
Pegfilgrastim,Neutropenia,NEULASTA- pegfilgrastim kit,,*,,,,
Dinutuximab,Neuroblastoma,UNITUXIN- dinutuximab injection,,*,,,,
Uridine Triacetate,Cardiac (heart) or central nervous system toxicity or other serious side effects,,,*,,,,
Uridine Triacetate,Overdoses,,,*,,,,
Vandetanib,Medullary thyroid cancer,"CAPRELSA- vandetanib tablet, film coated",,*,,,,
Quizartinib Dihydrochloride,Acute myeloid leukemia,"VANFLYTA- quizartinib tablet, film coated",,*,,,,
Rolapitant Hydrochloride,Nausea,,,*,,,,
Rolapitant Hydrochloride,vomiting,,,*,,,,
Panitumumab,Colorectal cancer,VECTIBIX- panitumumab solution,,*,,,,
Bortezomib,Mantle cell lymphoma,,,*,,,,
Bortezomib,Multiple myeloma,,,*,,,,
Vemurafenib,Erdheim-Chester disease,"ZELBORAF- vemurafenib tablet, film coated","
ZELBORAF® is indicated for the treatment of patients with Erdheim-Chester Disease (ECD) with BRAF V600 mutation.",BRAF,,,,
Vemurafenib,Melanoma,"ZELBORAF- vemurafenib tablet, film coated","
ZELBORAF® is indicated for the treatment of patients with unresectable or metastatic melanoma with BRAF V600E mutation as detected by an FDA-approved test.



Limitation of Use: ZELBORAF is not indicated for treatment of patients with wild-type BRAF melanoma [see Warnings and Precautions (5.2)].",BRAF,Yes,,,
Venetoclax,Chronic lymphocytic leukemia,VENCLEXTA- venetoclax kit,,*,,,,
Venetoclax,Acute myeloid leukemia,VENCLEXTA- venetoclax kit,,*,,,,
Venetoclax,small lymphocytic lymphoma,VENCLEXTA- venetoclax kit,,*,,,,
Venetoclax,Chronic lymphocytic leukemia,VENCLEXTA- venetoclax kit,,*,,,,
Venetoclax,Acute myeloid leukemia,VENCLEXTA- venetoclax kit,,*,,,,
Venetoclax,small lymphocytic lymphoma,VENCLEXTA- venetoclax kit,,*,,,,
Abemaciclib,Breast cancer,VERZENIO- abemaciclib tablet,"
VERZENIO® (abemaciclib) is indicated:



										in combination with endocrine therapy (tamoxifen or an aromatase inhibitor) for the adjuvant treatment of adult patients with hormone receptor (HR)-positive, human epidermal growth factor receptor 2 (HER2)-negative, node-positive, early breast cancer at high risk of recurrence [see Clinical Studies (14.1)].


 


1.2 Advanced or Metastatic Breast Cancer


									VERZENIO (abemaciclib) is indicated:



										in combination with an aromatase inhibitor as initial endocrine-based therapy for the treatment of adult patients with hormone receptor (HR)-positive, human epidermal growth factor receptor 2 (HER2)-negative advanced or metastatic breast cancer.


										in combination with fulvestrant for the treatment of adult patients with hormone receptor (HR)-positive, human epidermal growth factor receptor 2 (HER2)-negative advanced or metastatic breast cancer with disease progression following endocrine therapy.

as monotherapy for the treatment of adult patients with HR-positive, HER2-negative advanced or metastatic breast cancer with disease progression following endocrine therapy and prior chemotherapy in the metastatic setting.",aromatase,Yes,,,
Azacitidine,Acute myeloid leukemia,,,*,,,,
Azacitidine,Myelodysplastic syndromes,,,*,,,,
Vimseltinib Dihydrate,tenosynovial giant cell tumor,ROMVIMZA- vimseltinib capsule,,*,,,,
Vinblastine Sulfate,Testicular germ cell tumors,VINBLASTINE SULFATE injection,,*,,,,
Vinblastine Sulfate,Choriocarcinoma,VINBLASTINE SULFATE injection,,*,,,,
Vinblastine Sulfate,Kaposi sarcoma,VINBLASTINE SULFATE injection,,*,,,,
Vinblastine Sulfate,Mycosis fungoides,VINBLASTINE SULFATE injection,,*,,,,
Vinblastine Sulfate,Hodgkin lymphoma,VINBLASTINE SULFATE injection,,*,,,,
Vinblastine Sulfate,Non-Hodgkin lymphoma,VINBLASTINE SULFATE injection,,*,,,,
Vinblastine Sulfate,Breast cancer,VINBLASTINE SULFATE injection,,*,,,,
Vincristine Sulfate,Neuroblastoma,,,*,,,,
Vincristine Sulfate,Wilms tumor,,,*,,,,
Vincristine Sulfate,Rhabdomyosarcoma,,,*,,,,
Vincristine Sulfate,Acute leukemia,,,*,,,,
Vincristine Sulfate,Hodgkin lymphoma,,,*,,,,
Vincristine Sulfate,Non-Hodgkin lymphoma,,,*,,,,
Vinorelbine Tartrate,Non-small cell lung cancer,,,*,,,,
Vismodegib,Basal cell carcinoma,ERIVEDGE- vismodegib capsule,,*,,,,
Uridine Triacetate,Cardiac (heart) or central nervous system toxicity or other serious side effects,,,*,,,,
Uridine Triacetate,Overdoses,,,*,,,,
Dacomitinib,Non-small cell lung cancer,"VIZIMPRO- dacomitinib tablet, film coated",,*,,,,
Pacritinib Citrate,Myelofibrosis,VONJO- pacritinib capsule,,*,,,,
Vorasidenib Citrate,oligodendroglioma,"VORANIGO- vorasidenib tablet, film coated",,*,,,,
Vorasidenib Citrate,astrocytoma,"VORANIGO- vorasidenib tablet, film coated",,*,,,,
Vorasidenib Citrate,oligodendroglioma,"VORANIGO- vorasidenib tablet, film coated",,*,,,,
Vorasidenib Citrate,astrocytoma,"VORANIGO- vorasidenib tablet, film coated",,*,,,,
Glucarpidase,Toxic blood levels of the anticancer drug methotrexate,"VORAXAZE- glucarpidase injection, powder, for solution",,*,,,,
Vorinostat,Cutaneous T-cell lymphoma,ZOLINZA- vorinostat capsule,,*,,,,
Pazopanib Hydrochloride,Renal cell carcinoma,"VOTRIENT- pazopanib hydrochloride tablet, film coated","
VOTRIENT® is indicated for the treatment of adults with advanced renal cell carcinoma (RCC).",*,Yes,,,
Pazopanib Hydrochloride,Soft tissue sarcoma,"VOTRIENT- pazopanib hydrochloride tablet, film coated","
VOTRIENT is indicated for the treatment of adults with advanced soft tissue sarcoma (STS) who have received prior chemotherapy.

Limitations of Use: The efficacy of VOTRIENT for the treatment of patients with adipocytic STS or gastrointestinal stromal tumors has not been demonstrated.",*,Yes,,,
Zolbetuximab-clzb,stomach (gastric) cancer,"VYLOY- zolbetuximab injection, powder, for suspension",,*,,,,
Zolbetuximab-clzb,gastroesophageal junction cancer,"VYLOY- zolbetuximab injection, powder, for suspension",,*,,,,
Daunorubicin Hydrochloride and Cytarabine Liposome,Acute myeloid leukemia,"VYXEOS (- daunorubicin and cytarabine liposome injection, powder, lyophilized, for suspension",,*,,,,
Belzutifan,Renal Cell Carcinoma,"WELIREG- belzutifan tablet, film coated",,*,,,,
Belzutifan,von Hippel-Lindau disease,"WELIREG- belzutifan tablet, film coated",,*,,,,
Crizotinib,Anaplastic large cell lymphoma,XALKORI- crizotinib capsule,"
XALKORI is indicated for the treatment of pediatric patients 1 year of age and older and young adults with relapsed or refractory, systemic anaplastic large cell lymphoma (ALCL) that is ALK-positive.





Limitations of Use: The safety and efficacy of XALKORI have not been established in older adults with relapsed or refractory, systemic ALK-positive ALCL.",XALKORI,,,,
